Assembly,Parliamentary Year,Term,Session No.,Sitting No.,Representative,Bill,Bill Type,Standing Committee,
National,4,15,42,7,"Moulana Abdul Akbar Chitrali[MMA]
James Iqbal[MMA]","The Criminal Laws (Amendment) Bill, 2020
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Riaz Fatyana[PTI],"The Aiwan-i-Zarat Bill, 2021
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,42,7,Ms. Nafisa Shah[PPPP],"The Constitution (Amendment) Bill, 20201 (Amendment in Article-25)
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,7,Syed Javed Hassnain[PML-N],"The Limitation (Amendment) Bill, 2020
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,42,7,Sher Ali Arbab[PTI],"The Islamabad Rent Restriction (Amendment) Bill, 2021
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Sher Ali Arbab[PTI],"The Factories (Amendment) Bill, 2021
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,42,7,Engineer Sabir Hussain[MQM],"The Pakistan Courier and Logistics Regulatory Authority Bill, 2019
[Support]",Private,Communication,Not Taken Up
National,4,15,42,7,Mohsin Javed[IND],"The Islamabad Community Integration Bill, 2020
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,42,7,Sajida Begum[PTI],"The Trade Organizations (Amendment) Bill, 2021
[Support]",Private,Commerce,Not Taken Up
National,4,15,42,7,"Syed Sajid Mehdi[PML-N]
Dr. Muhammad Afzal Khan Dhandla[PTI]
Choudhary Faqir Ahmad[PML-N]","The Unani, Ayurvedic and Homeopathic Practitioners (Amendment) Bill, 2022
[Support]",Private,"National Health Services, Regulations and Coordination",Not Taken Up
National,4,15,42,7,"Nafeesa Inayatullah Khan Khattak[PTI]
Shandana Gulzar Khan[PTI]","The Protection against Harassment of Women at the Workplace (Amendment) Bil1, 2022
[Support]",Private,Cabinet Secretariat,Not Taken Up
National,4,15,42,7,"Nafeesa Inayatullah Khan Khattak[PTI]
Shandana Gulzar Khan[PTI]","The Pakistan Penal Code (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Mrs. Shahida Rehmani[PPPP],"The Islamabad (Preservation of Landscape) (Amendment) Bill, 2022
[Support]",Private,Committee of Whole,Not Taken Up
National,4,15,42,7,Faheem Khan[PTI],"The Islamabad Capital Territory Senior Citizens (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Naveed Aamir[PPPP],"The Control of Narcotic Substances (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Mrs. Shahida Rehmani[PPPP],"The Muslim Family Laws (Amendment) Bill, 2022
[Support]",Private,Religious Affairs and Inter-faith Harmony,Not Taken Up
National,4,15,42,7,"Rana Iradat Sharif Khan[PML-N]
Uzma Riaz[PTI]","The Elections (Amendment) Bill, 2022
[Support]",Private,Parliamentary Affairs,Not Taken Up
National,4,15,42,7,Uzma Riaz[PTI],"The Right to Free and Compulsory Education (Amendment) Bill, 2022
[Support]",Private,Federal Education and Professional Training,Not Taken Up
National,4,15,42,7,Naveed Aamir[PPPP],"The National Database and Registration Authority (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Uzma Riaz[PTI],"The Fiscal Responsibility and Debt Limitation (Amendment) Bill, 2022
[Support]",Private,"Finance, Revenue, Economic Affairs, Statistics and Privatization",Not Taken Up
National,4,15,42,7,Muhammad Aslam Khan[PTI],"The Prevention of Electronic Crimes (Amendment) Bill, 2022
[Support]",Private,"Information, Broadcasting and National Heritage",Not Taken Up
National,4,15,42,7,Amjid Ali Khan[PTI],"The Riast-e-Madina Authority Bill, 2022
[Support]",Private,Cabinet Secretariat,Not Taken Up
National,4,15,42,7,Nafeesa Inayatullah Khan Khattak[PTI],"The Pakistan International University Lahore Bill, 2022
[Support]",Private,Federal Education and Professional Training,Not Taken Up
National,4,15,42,7,Qadir Khan Mandokhail[PPPP],"The Legal Practitioners and Bar Councils (Amendment) Bill, 2022
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,7,Kesoo Mal Kheeal Das[PML-N],"The Employment of Children (Amendment) Bill, 2022
[Support]",Private,Cabinet Secretariat,Not Taken Up
National,4,15,42,7,Syed Hussain Tariq[PPPP],"The Constitution (Amendment) Bill, 2022 (Amendment in Article-84)
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,7,Qadir Khan Mandokhail[PPPP],"The Civil Servants (Amendment) Bill, 2022
[Support]",Private,Cabinet Secretariat,Not Taken Up
National,4,15,42,7,Muhammad Aslam Khan[PTI],"The Provincial Motor Vehicles (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Uzma Riaz[PTI],"The Board of Investment (Amendment) Bill, 2022
[Support]",Private,"Finance, Revenue, Economic Affairs, Statistics and Privatization",Not Taken Up
National,4,15,42,7,Noor Alam Khan[PTI],"The Constitution (Amendment) Bill, 2022 (Amendment in Article- 51,59 and 106)
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,7,Nusrat Wahid[PTI],"The Registration (Amendment) Bill, 2022
[Support]",Private,Interior and Narcotics Control,Not Taken Up
National,4,15,42,7,Kesoo Mal Kheeal Das[PML-N],"The Federal Public Service Commission (Amendment) Bill, 2022
[Support]",Private,Cabinet Secretariat,Not Taken Up
National,4,15,42,7,"Kishwer Zehra[MQM]
Dr. Khalid Maqbool Siddiqui[MQM]
Usama Qadri[MQM]
Jai Parkash[PTI]
James Iqbal[MMA]","The Constitution (Amendment) Bill, 2022 (Amendment in Article - 140 - A)
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,7,"Tahira Aurangzeb[PML-N]
Rao Muhammad Ajmal Khan[PML-N]
Choudhary Faqir Ahmad[PML-N]
Asma Hadeed[PTI]
Romina Khurshid Alam[PML-N]
Fauzia Behram[PTI]
Kiran Imran[PML-N]
Dr. Seemin Abdul Rehman Bokhari[PTI]
Mrs. Shahida Rehmani[PPPP]","The Criminal Laws (Amendment) Bill, 2022
[Support]",Private,Interior,Not Taken Up
National,4,15,42,7,Syed Javed Hassnain[PML-N],"The Constitution (Amendment) Bill, 2022 (Amendment in Article-54)
[Support]",Private,Law and Justice,Not Taken Up
National,4,15,42,8,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,8,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,8,Miftah Ismail[PML-N],"The Fiscal Responsibility and Debt Limitation (Amendment) Bill, 2022",Government,Not Applicable,Passed
National,4,15,42,8,Syed Naveed Qamar[PPPP],"The Trade Organizations (Amendment) Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,8,Murtaza Javed Abbasi[PML-N],"The Elections (Amendment) Ordinance, 2022 (Ordinance No. I of 2022)
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,11,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,11,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,11,Rana Tanveer Hussain[PML-N],"The National Rahmatul-Lil-Aalameen Authority Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,11,Murtaza Javed Abbasi[PML-N],"The Elections (Amendment) Bill, 2022
[Support]",Government,Parliamentary Affairs,Deferred
National,4,15,42,13,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,13,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,13,Rana Tanveer Hussain[PML-N],"The National Rahmatul-Lil-Aalameen Authority Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,9,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,9,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,9,Rana Tanveer Hussain[PML-N],"The Pakistan Global Institute Bill, 2021",Government,Not Applicable,Passed
National,4,15,42,9,Rana Tanveer Hussain[PML-N],"The National Rahmatul-Lil-Aalameen Authority Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,9,Azam Nazeer Tarar[PML-N],"The Islamabad Capital Territory Forensic Science Agency Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,42,9,Syed Naveed Qamar[PPPP],"The Trade Organizations (Amendment) Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,42,9,Murtaza Javed Abbasi[PML-N],"The Elections (Amendment) Ordinance, 2022 (Ordinance No. I of 2022)
[Support]",Government,Not Applicable,Laid
National,4,15,42,12,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,12,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,12,Rana Tanveer Hussain[PML-N],"The National Rahmatul -Lil -Aalameen Authority Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,42,12,Azam Nazeer Tarar[PML-N],"The National Accountability (Second Amendment) Bill, 2021",Government,Not Applicable,Passed
National,4,15,42,12,Murtaza Javed Abbasi[PML-N],"The Elections (Amendment) Bill, 2022",Government,Not Applicable,Passed
National,4,15,43,1,Asad Mehmood[MMA],"The National Highways Safety (Amendment) Bill, 2021",Government,Not Applicable,Passed
National,4,15,43,1,Ahsan Iqbal[PML-N],"The Public Private Partnership Authority (Amendment) Bill, 2021",Government,Not Applicable,Passed
National,4,15,43,1,Miftah Ismail[PML-N],"The State-Owned Enterprises (Governance and Operations) Bill, 2021",Government,Not Applicable,Passed
National,4,15,43,1,Rana Tanveer Hussain[PML-N],"The National Rahmatul-Lil-Aalameen Authority Bill, 2022",Government,Not Applicable,Passed
National,4,15,43,2,Bilawal Bhutto Zardari[PPPP],"The Diplomatic and Consular Officers (Oath and Fees) (Amendment) Bill, 2021",Government,Not Applicable,Passed
National,4,15,43,2,Syed Rafiullah[PPPP],"The National Assembly Secretariat Employees (Amendment) Bill, 2022",Private,Not Applicable,Passed
National,4,15,43,2,Nafeesa Inayatullah Khan Khattak[PTI],"The Federal Newborn Screening Bill, 2019
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Nafeesa Inayatullah Khan Khattak[PTI],"The Islamabad Capital Territory Child Protection (Amendment) Bill, 2020
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Nafeesa Inayatullah Khan Khattak[PTI],"The Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2020
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Nafeesa Inayatullah Khan Khattak[PTI],"The Prevention of Smuggling of Migrants (Amendment) Bill, 2020
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Nafeesa Inayatullah Khan Khattak[PTI],"The Criminal Law (Amendment) Bill, 2019
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Syed Javed Hassnain[PML-N],"The Specific Relief (Amendment) Bill, 2021",Private,Not Applicable,Passed
National,4,15,43,2,Syed Rafiullah[PPPP],"The Port Qasim Authority (Amendment) Bill, 2021
[Support]",Private,Not Applicable,Deferred
National,4,15,43,2,James Iqbal[MMA],"The Criminal Laws (Amendment) Bill 2020
[Support]",Private,Not Applicable,Deferred
National,4,15,43,2,Riaz Fatyana[PTI],"The Aiwan-i-Zarat Bill, 2021
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Ms. Nafisa Shah[PPPP],"The Constitution (Amendment) Bill, 2020 (Amendment in Article-25)
[Support]",Private,Not Applicable,Deferred
National,4,15,43,2,Syed Javed Hassnain[PML-N],"The Limitation (Amendment) Bill, 2020",Private,Not Applicable,Passed
National,4,15,43,2,"Ehsanullah Reki[BAP]
Mohammad Aslam Bhootani[IND]","The Smart Institute of Sciences and Technology Bill, 2022
[Support]",Private,Not Applicable,Referred the bill to Committee
National,4,15,43,2,Shaza Fatima Khawaja[PML-N],"The Code of Criminal Procedure (Amendment) Bill, 2022",Private,Not Applicable,Passed
National,4,15,43,2,Sher Ali Arbab[PTI],"The Islamabad Rent Restriction (Amendment) Bill, 2021
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Sher Ali Arbab[PTI],"The Factories (Amendment) Bill, 2021
[Support]",Private,Not Applicable,Dropped
National,4,15,43,2,Engineer Sabir Hussain[MQM],"The Pakistan Courier and Logistics Regulatory Authority Bill, 2019",Private,Not Applicable,Passed
National,4,15,43,2,Mohsin Javed[IND],"The Islamabad Community Integration Bill, 2020",Private,Not Applicable,Passed
National,4,15,43,2,Syed Rafiullah[PPPP],"The Pakistan Institute of Medical Sciences (PIMS) Bill, 2022",Private,Not Applicable,Passed
National,4,15,43,2,"Syed Rafiullah[PPPP]
Mrs. Mahreen Razaque Bhutto[PPPP]","The Pakistan Medical and Dental Council Bill, 2022",Private,Not Applicable,Passed
National,4,15,43,2,"Moulana Abdul Akbar Chitrali[MMA]
Mehnaz Akber Aziz[PML-N]","The Criminal Laws (Amendment) Bill, 2020",Private,Not Applicable,Passed
National,4,15,43,2,Choudhary Faqir Ahmad[PML-N],"The Criminal Laws (Amendment) Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,43,2,Ghous Bux Khan Mahar[GDA],"The Pak China Gwadar University, Lahore Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,43,2,Ch. Muhammad Hamid Hameed[PML-N],"The National University for Security Sciences, Islamabad Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,43,2,Shakila Khalid Chaudhary[PML-N],"The Compulsory Drug Test of Students Bill, 2022
[Support]",Private,Not Applicable,Rejected
National,4,15,43,3,Miftah Ismail[PML-N],"The Export-Import Bank of Pakistan Bill, 2022",Government,Not Applicable,Passed
National,4,15,43,4,Miftah Ismail[PML-N],"The Finance Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,43,17,Miftah Ismail[PML-N],"The Finance Bill, 2022",Government,Not Applicable,Passed
National,4,15,44,1,Khawaja Saad Rafique[PML-N],"The Pakistan Civil Aviation Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,1,Khawaja Saad Rafique[PML-N],"The Pakistan Airports Authority Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,1,Syed Naveed Qamar[PPPP],"The Anti-Dumping Duties (Amendment) Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,44,1,Shahadat Awan[PPPP],"The Publication of Laws of Pakistan (Amendment) Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,44,1,Shahadat Awan[PPPP],"The National Accountability (Second Amendment) Bill, 2022
[Support]",Government,Not Applicable,Introduced
National,4,15,44,2,Rana Tanveer Hussain[PML-N],"The Iqbal Academy Pakistan Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,2,Agha Hassan Baloch[BNP-M],"The National Metrology Institute of Pakistan Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,2,Nawabzada Shah Zain Bugti[JWP],"The Control of Narcotics Substances (Second Amendment) Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,3,Murtaza Javed Abbasi[PML-N],"The Public Procurement Regulatory Authority (Amendment) Bill, 2021
[Support]",Government,Not Applicable,Referred the bill to Joint Sitting of Parliament
National,4,15,44,3,Khurram Dastgir Khan[PML-N],"The Pakistan Penal Code (Amendment) Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,3,Rana Tanveer Hussain[PML-N],"The Iqbal Academy Pakistan Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,3,Agha Hassan Baloch[BNP-M],"The National Metrology Institute of Pakistan Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,3,Nawabzada Shah Zain Bugti[JWP],"The Control of Narcotics Substances (Second Amendment) Bill, 2022
[Support]",Government,Committee Name,Not Taken Up
National,4,15,44,3,Mehnaz Akber Aziz[PML-N],"The Intergovernmental Commercial Transaction Bill, 2022
[Support]",Government,Law and Justice,Introduced
National,4,15,44,4,Khurram Dastgir Khan[PML-N],"The Pakistan Penal Code Amendment Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,4,Rana Tanveer Hussain[PML-N],"The Iqbal Academy Pakistan Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,4,Agha Hassan Baloch[BNP-M],"The National Metrology Institute of Pakistan Bill, 2022
[Support]",Government,,Not Taken Up
National,4,15,44,4,Murtaza Javed Abbasi[PML-N],"The Control of Narcotics Substances (Second Amendment) Bill, 2022",Government,,Passed
National,4,15,44,4,Abdul Rehman Khan Kanju[PML-N],"The Torture and Custodial Death(Prevention and Punishment) Bill, 2022",Government,,Passed
National,4,15,44,5,Syed Rafiullah[PPPP],"The Port Qasim Authority (Amendment) Bill, 2021
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,44,5,James Iqbal[MMA],"The Criminal Laws (Amendment) Bill, 2020
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,44,5,Ms. Nafisa Shah[PPPP],"The Constitution (Amendment) Bill, 2020 (Amendment in Article-25)
[Support]",Private,Not Applicable,Not Taken Up
National,4,15,44,5,Moulana Abdul Akbar Chitrali[MMA],"The Constitution (Amendment) Bill, 2022 (Amendment in Article- 30)
[Support]",Private,Not Applicable,Rejected
National,4,15,44,5,Qadir Khan Mandokhail[PPPP],"The International Institute of Technology, Culture and Health Sciences Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,44,5,Qadir Khan Mandokhail[PPPP],"The Transgender Persons (Protection of Rights) (Amendment) Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,44,5,Moulana Abdul Akbar Chitrali[MMA],"The Islamabad Capital Territory Waqf Properties (Amendment) Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,44,5,Mrs. Shahida Rehmani[PPPP],"The Pakistan Penal Code (Amendment) Bill, 2022
[Support]",Private,Not Applicable,Introduced
National,4,15,44,5,Qaisar Ahmad Sheikh[PML-N],"The Indus University of Science and Technology Bill, 2022
[Support]",Private,Education,Introduced
National,4,15,44,6,Khurram Dastgir Khan[PML-N],"The Pakistan Penal Code (Amendment) Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
National,4,15,44,6,Rana Tanveer Hussain[PML-N],"The Iqbal Academy Pakistan Bill, 2022
[Support]",Government,Not Applicable,Not Taken Up
