Source,Target,Weight,Type,Same_Party_Then,Cross_Party_Then,Same_Party_Now,Government_Bills_Together,Private_Bills_Together,Parliamentary_Years,Terms,Shared_Committees_Count,Shared_Committees
Abdul Waseem,Ghous Bux Khan Mahar,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Muhammad Raza Hayat Hiraj,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Shaikh Salahuddin,Umar Ayub Khan,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Bhawan Das,5,Undirected,0,5,0,0,5,5,14,0,
Abdul Waseem,Muhammad Ali Rashid,5,Undirected,5,0,1,0,5,5,14,0,
Nafeesa Inayatullah Khan Khattak,Sadaqat Ali Khan,5,Undirected,5,0,1,0,5,2,15,0,
Nafeesa Inayatullah Khan Khattak,Prince Muhammad Nawaz Allai,5,Undirected,5,0,1,0,5,1,15,0,
Aslam Bodla,Shaikh Salahuddin,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,S. A. Iqbal Qadri,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Dr. Khalid Maqbool Siddiqui,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Dr. Hafeez Ur Rehman Khan,5,Undirected,5,0,1,0,5,5,14,0,
Syed Amin ul Haque,Uzma Riaz,5,Undirected,0,5,0,0,5,1,15,0,
Syed Amin ul Haque,Tahira Aurangzeb,5,Undirected,0,5,0,0,5,1,15,0,
Bhawan Das,Muhammad Kamal Malik,5,Undirected,0,5,0,0,5,5,14,0,
Bhawan Das,Dr. Nikhat Shakeel Khan,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Tahira Aurangzeb,5,Undirected,5,0,1,0,5,5,14,0,
Nafeesa Inayatullah Khan Khattak,Saleh Muhammad,5,Undirected,5,0,1,0,5,1,15,0,
Nafeesa Inayatullah Khan Khattak,Syed Amin ul Haque,5,Undirected,0,5,0,0,5,1,15,0,
Dr. Nikhat Shakeel Khan,Muhammad Ali Rashid,5,Undirected,5,0,1,0,5,5,14,0,
Imran Khattak,Rai Hasan Nawaz Khan,5,Undirected,5,0,1,0,5,2,14,0,
Imran Khattak,Qaisar Jamal,5,Undirected,5,0,1,0,5,2,14,0,
Amirullah,Imran Khan,5,Undirected,5,0,1,0,5,2,14,0,
Amirullah,Aqibullah,5,Undirected,5,0,1,0,5,2,14,0,
Dr. Ramesh Kumar Vankwani,Sanjay Perwani,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Abdul Waseem,5,Undirected,5,0,1,0,5,2;5,14,0,
Abdul Waseem,Dr. Ramesh Kumar Vankwani,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Ms. Nafisa Shah,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Mehmood Khan Achakzai,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Imran Zafar Leghari,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Nawab Muhammad Yousuf Talpur,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Abdul Waseem,Syed Qazim Ali Shah,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Syed Qazim Ali Shah,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Ghous Bux Khan Mahar,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Muhammad Raza Hayat Hiraj,5,Undirected,5,0,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Umar Ayub Khan,5,Undirected,5,0,1,0,5,2,14,1,"Law, Justice and Human Rights"
Amirullah,Imran Khattak,5,Undirected,5,0,1,0,5,2,14,0,
Sajida Begum,Shafqat Mehmood,5,Undirected,5,0,1,0,5,2,14,0,
Dr. Hafeez Ur Rehman Khan,Shaikh Salahuddin,5,Undirected,0,5,0,0,5,5,14,0,
Dr. Hafeez Ur Rehman Khan,S. A. Iqbal Qadri,5,Undirected,0,5,0,0,5,5,14,0,
Dr. Hafeez Ur Rehman Khan,Dr. Khalid Maqbool Siddiqui,5,Undirected,0,5,0,0,5,5,14,0,
Naveed Aamir,Qadir Khan Mandokhail,5,Undirected,5,0,1,0,5,5,15,0,
Aslam Bodla,Dr. Nikhat Shakeel Khan,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Dr. Fouzia Hameed,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Kishwer Zehra,5,Undirected,0,5,0,0,5,5,14,0,
Aslam Bodla,Shahnaz Saleem Malik,5,Undirected,5,0,1,0,5,5,14,0,
Aslam Bodla,Seema Mohiuddin Jameeli,5,Undirected,5,0,1,0,5,5,14,0,
Aslam Bodla,Parveen Masood Bhatti,5,Undirected,5,0,1,0,5,5,14,0,
Dr. Hafeez Ur Rehman Khan,Parveen Masood Bhatti,5,Undirected,5,0,1,0,5,5,14,0,
Dr. Hafeez Ur Rehman Khan,Tahira Aurangzeb,5,Undirected,5,0,1,0,5,5,14,0,
Saleh Muhammad,Usama Qadri,5,Undirected,0,5,0,0,5,1,15,0,
Saleh Muhammad,Shaista Pervaiz,5,Undirected,0,5,0,0,5,1,15,0,
Saleh Muhammad,Syed Amin ul Haque,5,Undirected,0,5,0,0,5,1,15,0,
Saleh Muhammad,Tahira Aurangzeb,5,Undirected,0,5,0,0,5,1,15,0,
Parveen Masood Bhatti,S. A. Iqbal Qadri,5,Undirected,0,5,0,0,5,5,14,0,
Sajida Begum,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Abdul Waseem,Umar Ayub Khan,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Munaza Hassan,Sajida Begum,5,Undirected,5,0,1,0,5,2,14,0,
Munaza Hassan,Shafqat Mehmood,5,Undirected,5,0,1,0,5,2,14,0,
Dr. Ramesh Kumar Vankwani,Ms. Nafisa Shah,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Mehmood Khan Achakzai,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Shaikh Salahuddin,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Imran Zafar Leghari,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Nawab Muhammad Yousuf Talpur,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Aaisha Gulalai,Ali Muhammad Khan,5,Undirected,5,0,1,0,5,2,14,0,
Muhammad Ali Rashid,Syed Ali Raza Abidi,5,Undirected,5,0,1,0,5,5,14,0,
Makhdoom Shah Mahmood Qureshi,Shafqat Mehmood,5,Undirected,5,0,1,0,5,2,14,0,
Makhdoom Shah Mahmood Qureshi,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Shafqat Mehmood,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Junaid Akbar,Sajida Begum,5,Undirected,5,0,1,0,5,2,14,0,
Muhammad Ali Rashid,Shaikh Salahuddin,5,Undirected,5,0,1,0,5,5,14,0,
Muhammad Ali Rashid,S. A. Iqbal Qadri,5,Undirected,5,0,1,0,5,5,14,0,
Junaid Akbar,Shafqat Mehmood,5,Undirected,5,0,1,0,5,2,14,0,
Junaid Akbar,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Muhammad Mian Soomro,Muhammad Mian Soomro,5,Undirected,5,0,1,5,0,2;3,15,0,
Muhammad Ali Rashid,Sajid Ahmed,5,Undirected,5,0,1,0,5,5,14,0,
Munaza Hassan,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Dr. Shireen Mehrunnisa Mazari,Imran Khan,5,Undirected,5,0,1,0,5,2,14,0,
Seema Mohiuddin Jameeli,Shahnaz Saleem Malik,5,Undirected,5,0,1,0,5,5,14,0,
Seema Mohiuddin Jameeli,Tahira Aurangzeb,5,Undirected,5,0,1,0,5,5,14,0,
Imran Zafar Leghari,Shaikh Salahuddin,5,Undirected,0,5,0,0,5,2,14,1,"Law, Justice and Human Rights"
Mohammad Ayaz Soomro,Mohammad Ayaz Soomro,5,Undirected,5,0,1,0,5,2;3;4,14,0,
Khalid Hussain Magsi,Prince Muhammad Nawaz Allai,5,Undirected,0,5,0,0,5,1,15,0,
Iqbal Muhammad Ali Khan,James Iqbal,5,Undirected,0,5,0,0,5,4,15,0,
Iqbal Muhammad Ali Khan,Jai Parkash,5,Undirected,0,5,0,0,5,4,15,0,
Iqbal Muhammad Ali Khan,Prince Muhammad Nawaz Allai,5,Undirected,0,5,0,0,5,1,15,0,
Mehboob Alam,Muhammad Ali Rashid,5,Undirected,5,0,1,0,5,5,14,0,
Ali Khan Jadoon,Syed Amin ul Haque,5,Undirected,0,5,0,0,5,1,15,0,
Malik Muhammad Aamir Dogar,Prince Muhammad Nawaz Allai,5,Undirected,5,0,0,0,5,1,15,0,
Iqbal Muhammad Ali Khan,Saleh Muhammad,5,Undirected,0,5,0,0,5,1,15,0,
Aftab Jehangir,Saleh Muhammad,5,Undirected,5,0,1,0,5,1,15,0,
Aftab Jehangir,Khalid Hussain Magsi,5,Undirected,0,5,0,0,5,1,15,0,
Aftab Jehangir,Tahira Aurangzeb,5,Undirected,0,5,0,0,5,1,15,0,
Aaisha Gulalai,Shafqat Mehmood,5,Undirected,5,0,1,0,5,2,14,0,
Aaisha Gulalai,Junaid Akbar,5,Undirected,5,0,1,0,5,2,14,0,
Aaisha Gulalai,Shehryar Afridi,5,Undirected,5,0,1,0,5,2,14,0,
Noor Alam Khan,Sadaqat Ali Khan,4,Undirected,4,0,1,0,4,2,15,0,
Kiran Haider,Muhammad Safdar,4,Undirected,4,0,1,0,4,1;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Rana Mubashir lqbal,Shaza Fatima Khawaja,4,Undirected,4,0,1,0,4,2,15,0,
Rana Mubashir lqbal,Sardar Muhammad Irfan Dogar,4,Undirected,4,0,1,0,4,2,15,0,
Rana Mubashir lqbal,Syed Iftikhar Ul Hassan,4,Undirected,4,0,1,0,4,2,15,0,
Munaza Hassan,Munaza Hassan,4,Undirected,4,0,1,0,4,2,14;15,0,
Dr. Nikhat Shakeel Khan,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Dr. Nikhat Shakeel Khan,Kanwar Naveed Jamil,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Abdul Waseem,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Abdul Waseem,Kanwar Naveed Jamil,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Begum Tahira Bukhari,Muhammad Safdar,4,Undirected,4,0,1,0,4,1;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Murtaza Javed Abbasi,Rana Tanveer Hussain,4,Undirected,4,0,1,0,4,1,15,0,
Kesoo Mal Kheeal Das,Ramesh Lal,4,Undirected,0,4,0,0,4,1,15,0,
Kesoo Mal Kheeal Das,Mahesh Kumar Malani,4,Undirected,0,4,0,0,4,1,15,0,
Mahesh Kumar Malani,Ramesh Lal,4,Undirected,4,0,1,0,4,1,15,0,
Muhammad Sajjad,Murtaza Javed Abbasi,4,Undirected,4,0,1,0,4,1,15,0,
Muhammad Sajjad,Rana Tanveer Hussain,4,Undirected,4,0,1,0,4,1,15,0,
Muhammad Rehan Hashmi,Sufyan Yousuf,4,Undirected,4,0,1,0,4,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Shaikh Salahuddin,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Nafeesa Inayatullah Khan Khattak,Noor Alam Khan,4,Undirected,4,0,1,0,4,2,15,0,
Afreen Khan,Muhammad Sajjad,4,Undirected,0,4,0,0,4,1,15,0,
Afreen Khan,Ahsan Iqbal,4,Undirected,0,4,0,0,4,1,15,0,
Afreen Khan,Marriyum Aurangzeb,4,Undirected,0,4,0,0,4,1,15,0,
Afreen Khan,Murtaza Javed Abbasi,4,Undirected,0,4,0,0,4,1,15,0,
Afreen Khan,Rana Tanveer Hussain,4,Undirected,0,4,0,0,4,1,15,0,
Amjid Ali Khan,Noor Alam Khan,4,Undirected,4,0,1,0,4,2,15,0,
Amjid Ali Khan,Haider Ali,4,Undirected,4,0,1,0,4,2,15,0,
Ahsan Iqbal,Muhammad Sajjad,4,Undirected,4,0,1,0,4,1,15,0,
Ahsan Iqbal,Marriyum Aurangzeb,4,Undirected,4,0,1,0,4,1,15,0,
Ahsan Iqbal,Murtaza Javed Abbasi,4,Undirected,4,0,1,0,4,1,15,0,
Dr. Seemin Abdul Rehman Bokhari,Nooreen Farooq Khan,4,Undirected,4,0,1,0,4,2;4,15,0,
Begum Tahira Bukhari,Kiran Haider,4,Undirected,4,0,1,0,4,1;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Agha Muhammad,Naeema Kishwar Khan,4,Undirected,4,0,1,0,4,1;2;5,14,1,"Law, Justice and Human Rights"
Ahsan Iqbal,Rana Tanveer Hussain,4,Undirected,4,0,1,0,4,1,15,0,
Kanwar Naveed Jamil,Saman Sultana Jafri,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Kanwar Naveed Jamil,Kishwer Zehra,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Kanwar Naveed Jamil,Shaikh Salahuddin,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Kanwar Naveed Jamil,S. A. Iqbal Qadri,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Dr. Fouzia Hameed,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Dr. Fouzia Hameed,Kanwar Naveed Jamil,4,Undirected,4,0,1,0,4,3;4;5,14,0,
Dr. Fouzia Hameed,Syed Asif Hasnain,4,Undirected,4,0,1,0,4,3;4,14,0,
Khawaja Sohail Mansoor,S. A. Iqbal Qadri,4,Undirected,4,0,1,0,4,1;3;5,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Muhammad Muzammil Qureshi,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Shahida Akhtar Ali,Shahida Akhtar Ali,4,Undirected,4,0,1,0,4,1,15,0,
Dr. Darshan,Kesoo Mal Kheeal Das,4,Undirected,4,0,1,0,4,1,15,0,
Dr. Darshan,Mahesh Kumar Malani,4,Undirected,0,4,0,0,4,1,15,0,
S. A. Iqbal Qadri,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Muhammad Sana Ullah Khan Masti Khel,Muhammad Sana Ullah Khan Masti Khel,4,Undirected,4,0,1,0,4,2;3,15,0,
Syed Ali Raza Abidi,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Syed Ali Raza Abidi,Syed Ali Raza Abidi,4,Undirected,4,0,1,0,4,5,14,0,
Rana Iradat Sharif Khan,Rana Iradat Sharif Khan,4,Undirected,4,0,1,0,4,1;4,15,0,
Sardar Muhammad Irfan Dogar,Shaza Fatima Khawaja,4,Undirected,4,0,1,0,4,2,15,0,
Sardar Muhammad Irfan Dogar,Syed Iftikhar Ul Hassan,4,Undirected,4,0,1,0,4,2,15,0,
Naeema Kishwar Khan,Naeema Kishwar Khan,4,Undirected,4,0,1,0,4,2;4;5,14,0,
Sajid Ahmed,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Mehboob Alam,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Rana Muhammad Qasim Noon,Rana Muhammad Qasim Noon,4,Undirected,4,0,1,0,4,1,15;16,0,
Asad Umar,Munaza Hassan,4,Undirected,4,0,1,0,4,3,14,1,Cabinet Secretariat
Muhammad Kamal Malik,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Haider Ali,Nafeesa Inayatullah Khan Khattak,4,Undirected,4,0,1,0,4,2,15,0,
Haider Ali,Noor Alam Khan,4,Undirected,4,0,1,0,4,2,15,0,
Haider Ali,Sadaqat Ali Khan,4,Undirected,4,0,1,0,4,2,15,0,
Haider Ali,Imran Khattak,4,Undirected,4,0,1,0,4,2;3,15,0,
Dr. Muhammad Farooq Sattar,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Mohsin Shah Nawaz Ranjha,Sardar Muhammad Irfan Dogar,4,Undirected,4,0,1,0,4,2,15,0,
Mohsin Shah Nawaz Ranjha,Rana Mubashir lqbal,4,Undirected,4,0,1,0,4,2,15,0,
Bhawan Das,Syed Ayaz Ali Shah Sheerazi,4,Undirected,4,0,1,0,4,5,14,0,
Ch. Nisar Ali Khan,Ch. Nisar Ali Khan,4,Undirected,4,0,1,4,0,1;2;3,14,0,
Zubaida Jalal,Zubaida Jalal,4,Undirected,4,0,1,3,1,3;5,15,0,
Mohsin Shah Nawaz Ranjha,Syed Iftikhar Ul Hassan,4,Undirected,4,0,1,0,4,2,15,0,
Khawaja Saad Rafique,Khawaja Saad Rafique,4,Undirected,4,0,1,0,4,3,15,0,
Marriyum Aurangzeb,Muhammad Sajjad,4,Undirected,4,0,1,0,4,1,15,0,
Marriyum Aurangzeb,Murtaza Javed Abbasi,4,Undirected,4,0,1,0,4,1,15,0,
Marriyum Aurangzeb,Rana Tanveer Hussain,4,Undirected,4,0,1,0,4,1,15,0,
Shaza Fatima Khawaja,Syed Iftikhar Ul Hassan,4,Undirected,4,0,1,0,4,2,15,0,
Asma Hadeed,James Iqbal,4,Undirected,0,4,0,0,4,4,15,0,
Muhammad Aslam Khan,Muhammad Aslam Khan,4,Undirected,4,0,1,0,4,4,15,0,
Syed Ayaz Ali Shah Sheerazi,Syed Waseem Hussain,4,Undirected,0,4,0,0,4,5,14,0,
Muhammad Ali Rashid,Syed Ayaz Ali Shah Sheerazi,4,Undirected,0,4,0,0,4,5,14,0,
Dr. Ramesh Kumar Vankwani,Naeema Kishwar Khan,3,Undirected,0,3,0,0,3,1;4,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Kanwar Naveed Jamil,3,Undirected,3,0,1,0,3,3;4;5,14,0,
Naveed Amir,Ramesh Lal,3,Undirected,3,0,1,0,3,1,16,0,
Muhammad Gohar Shah,Qari Muhammad Yousaf,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Ameer Zaman,Mrs. Aliya Kamran,3,Undirected,3,0,0,0,3,1;3,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Shahida Akhtar Ali,3,Undirected,0,3,0,0,3,1;4,14,1,"Law, Justice and Human Rights"
Ghulam Sarwar Khan,Ghulam Sarwar Khan,3,Undirected,3,0,1,3,0,3,15,0,
Munaza Hassan,Nafeesa Inayatullah Khan Khattak,3,Undirected,3,0,1,0,3,1;3,14,2,Cabinet Secretariat;Parliamentary Affairs
Dr. Nikhat Shakeel Khan,Dr. Ramesh Kumar Vankwani,3,Undirected,0,3,0,0,3,4,14,0,
Dr. Ramesh Kumar Vankwani,Phyllis Azeem,3,Undirected,3,0,0,0,3,1;4,14,1,"Law, Justice and Human Rights"
Ch. Muhammad Ashraf,Ch. Muhammad Ashraf,3,Undirected,3,0,1,0,3,5,15,0,
Jamshaid Ahmad Dasti,Shaza Fatima Khawaja,3,Undirected,0,3,0,0,3,3,14,0,
Dr. Khalid Maqbool Siddiqui,Kanwar Naveed Jamil,3,Undirected,3,0,1,0,3,3;4;5,14,0,
Dr. Khalid Maqbool Siddiqui,Dr. Khalid Maqbool Siddiqui,3,Undirected,3,0,1,1,2,1;5,14;16,0,
Mrs. Aliya Kamran,Muhammad Gohar Shah,3,Undirected,3,0,0,0,3,1;3,14,1,"Law, Justice and Human Rights"
Muhammad Gohar Shah,Muhammad Jamal Ud Din,3,Undirected,3,0,0,0,3,3;5,14,1,"Law, Justice and Human Rights"
Muhammad Gohar Shah,Naeema Kishwar Khan,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Syed Waseem Hussain,Syed Waseem Hussain,3,Undirected,3,0,1,0,3,2;5,14,0,
Muhammad Gohar Shah,Shahida Akhtar Ali,3,Undirected,3,0,1,0,3,1;3,14,1,"Law, Justice and Human Rights"
Phyllis Azeem,Shahida Akhtar Ali,3,Undirected,0,3,0,0,3,1;4,14,1,"Law, Justice and Human Rights"
Mrs. Shahida Rehmani,Nooreen Farooq Khan,3,Undirected,0,3,0,0,3,4,15,0,
Danyal Chaudhry,Danyal Chaudhry,3,Undirected,3,0,1,0,3,1,16,0,
Maj. Retd. Tahir Iqbal,Maj. Retd. Tahir Iqbal,3,Undirected,3,0,1,0,3,4,14,0,
Romina Khurshid Alam,Shaza Fatima Khawaja,3,Undirected,3,0,1,0,3,4,15,0,
Junaid Akbar,Junaid Akbar,3,Undirected,3,0,1,0,3,2,14;15,0,
Dr. Muhammad Farooq Sattar,Kanwar Naveed Jamil,3,Undirected,3,0,1,0,3,3;4;5,14,0,
Dr. Nikhat Shakeel Khan,Khawaja Sohail Mansoor,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Aasiya Nasir,Agha Muhammad,3,Undirected,3,0,1,0,3,1;2,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Muhammad Gohar Shah,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Agha Muhammad,Ameer Zaman,3,Undirected,3,0,1,0,3,1;2,14,1,"Law, Justice and Human Rights"
Syed Ali Raza Abidi,Syed Asif Hasnain,3,Undirected,3,0,1,0,3,1;3,14,1,"Law, Justice and Human Rights"
Imran Khattak,Noor Alam Khan,3,Undirected,3,0,1,0,3,2,15,0,
Khurram Dastgir Khan,Romina Khurshid Alam,3,Undirected,3,0,1,0,3,4,15,0,
Imran Khattak,Sadaqat Ali Khan,3,Undirected,3,0,1,0,3,2,15,0,
Mujahid Ali,Usman Khan Tarrakai,3,Undirected,3,0,1,0,3,2;3,15,0,
Engineer Sabir Hussain,Salah Ud Din Ayubi,3,Undirected,0,3,0,0,3,1;3,15,0,
Mehboob Alam,Sufyan Yousuf,3,Undirected,3,0,1,0,3,1;3;4,14,1,"Law, Justice and Human Rights"
Kishwer Zehra,Salah Ud Din Ayubi,3,Undirected,0,3,0,0,3,1;3,15,0,
Mehboob Alam,Mehboob Alam,3,Undirected,3,0,1,0,3,2;5,14,0,
Azam Nazeer Tarar,Azam Nazeer Tarar,3,Undirected,3,0,1,3,0,1,16,0,
Mohammad Khan Sherani,Naeema Kishwar Khan,3,Undirected,3,0,1,0,3,1;2,14,1,"Law, Justice and Human Rights"
Naeema Kishwar Khan,Phyllis Azeem,3,Undirected,0,3,0,0,3,1;4,14,1,"Law, Justice and Human Rights"
Ali Muhammad Khan,Muhammad Farogh Nasim,3,Undirected,0,3,0,3,0,2;3,15,0,
Naeema Kishwar Khan,Qari Muhammad Yousaf,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Dr. Azra Fazal Pecheho,Dr. Azra Fazal Pecheho,3,Undirected,3,0,1,0,3,2;4,14,0,
Dr. Azra Fazal Pecheho,Syed Naveed Qammar,3,Undirected,3,0,1,0,3,2,14,0,
Ms. Nafisa Shah,Syed Naveed Qammar,3,Undirected,3,0,1,0,3,2,14,0,
Amjid Ali Khan,Imran Khattak,3,Undirected,3,0,1,0,3,2,15,0,
Salah Ud Din Ayubi,Sher Akbar Khan,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Faheem Khan,Faheem Khan,3,Undirected,3,0,1,0,3,1;4,15,0,
Salah Ud Din Ayubi,Zahid Akram Durani,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Salah Ud Din Ayubi,Syed Mehmood Shah,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Shunila Ruth,Shunila Ruth,3,Undirected,3,0,1,0,3,1,15,0,
Kesoo Mal Kheeal Das,Samina Matloob,3,Undirected,3,0,1,0,3,5,15,0,
Kesoo Mal Kheeal Das,Syed Imran Ahmad Shah,3,Undirected,3,0,1,0,3,5,15,0,
Moulana Abdul Akbar Chitrali,Zahid Akram Durani,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Moulana Abdul Akbar Chitrali,Syed Mehmood Shah,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Moulana Abdul Akbar Chitrali,Sher Akbar Khan,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Moulana Abdul Akbar Chitrali,Usman Khan Tarrakai,3,Undirected,0,3,0,0,3,2;3,15,0,
Moulana Abdul Akbar Chitrali,Mujahid Ali,3,Undirected,0,3,0,0,3,2;3,15,0,
Ali Gohar Khan,Syed Javed Hassnain,3,Undirected,3,0,1,0,3,3,15,0,
James Iqbal,Nooreen Farooq Khan,3,Undirected,0,3,0,0,3,4,15,0,
Mohammad Salman Khan Baloch,Mohammad Salman Khan Baloch,3,Undirected,3,0,1,0,3,2;4;5,14,0,
Khawaja Sohail Mansoor,Mehboob Alam,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Khawaja Sohail Mansoor,Mohammad Salman Khan Baloch,3,Undirected,3,0,1,0,3,1;5,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Abdul Rashid Godil,Dr. Khalid Maqbool Siddiqui,3,Undirected,3,0,1,0,3,1,14,2,Cabinet Secretariat;Interior and Narcotics Control
Nuzhat Pathan,Nuzhat Pathan,3,Undirected,3,0,1,0,3,2,15,0,
Khawaja Sohail Mansoor,Syed Ali Raza Abidi,3,Undirected,3,0,1,0,3,1;3;5,14,1,"Law, Justice and Human Rights"
Abdul Shakoor,Maulvi Asmatullah,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Abdul Shakoor,Sher Akbar Khan,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Abdul Shakoor,Moulana Abdul Akbar Chitrali,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Maulvi Asmatullah,Zahid Akram Durani,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Maulvi Asmatullah,Syed Mehmood Shah,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Maulvi Asmatullah,Salah Ud Din Ayubi,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Maulvi Asmatullah,Sher Akbar Khan,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Maulvi Asmatullah,Moulana Abdul Akbar Chitrali,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Sher Akbar Khan,Zahid Akram Durani,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Sher Akbar Khan,Syed Mehmood Shah,3,Undirected,0,3,0,0,3,1;2;3,15,0,
Abdul Shakoor,Zahid Akram Durani,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Abdul Shakoor,Syed Mehmood Shah,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Abdul Shakoor,Salah Ud Din Ayubi,3,Undirected,3,0,1,0,3,1;2;3,15,0,
Nooreen Farooq Khan,Romina Khurshid Alam,3,Undirected,0,3,0,0,3,4,15,0,
